N1_60,FCI,sigma_v_eff_kpa,CSR7.5,T,Source
8.030698685997082,18.0,74.53053999999999,0.12813039473684212,1,Hwang2021
6.380555120381244,52.0,74.53053999999999,0.10798766447368424,1,Hwang2021
6.820593404545468,10.0,74.53053999999999,0.14448345394736847,1,Hwang2021
14.08122509325516,21.0,74.53053999999999,0.23968322368421055,1,Hwang2021
6.380555120381244,53.0,74.53053999999999,0.13843973684210528,1,Hwang2021
4.730411554765404,26.0,74.53053999999999,0.10409023026315792,1,Hwang2021
1.4301244235337272,88.0,74.53053999999999,0.03310125,1,Hwang2021
8.030698685997082,64.0,74.53053999999999,0.11795575657894738,1,Hwang2021
9.680842251612923,30.0,74.53053999999999,0.16121368421052631,1,Hwang2021
11.551004959310873,15.0,74.53053999999999,0.12911822368421055,1,Hwang2021
3.080267989149566,36.0,74.53053999999999,0.06753157894736844,1,Hwang2021
9.680842251612923,25.0,74.53053999999999,0.15782812500000007,1,Hwang2021
3.080267989149566,38.0,74.53053999999999,0.06977664473684213,1,Hwang2021
8.030698685997082,79.0,74.53053999999999,0.14285802631578948,1,Hwang2021
3.080267989149566,30.0,74.53053999999999,0.08272618421052634,1,Hwang2021
8.030698685997082,94.0,74.53053999999999,0.14382789473684213,1,Hwang2021
13.421167667008822,15.0,74.53053999999999,0.25591055921052636,1,Hwang2021
4.730411554765404,19.0,74.53053999999999,0.09792078947368421,1,Hwang2021
3.080267989149566,26.0,74.53053999999999,0.05007779605263159,1,Hwang2021
8.030698685997082,47.0,74.53053999999999,0.1130585197368421,1,Hwang2021
3.080267989149566,26.0,74.53053999999999,0.049193539473684204,1,Hwang2021
8.030698685997082,13.0,74.53053999999999,0.1130585197368421,1,Hwang2021
1.4301244235337272,0.0,74.53053999999999,0.037770388157894734,1,Hwang2021
9.680842251612923,14.0,74.53053999999999,0.1376191973684211,1,Hwang2021
1.4301244235337272,34.0,74.53053999999999,0.04071189473684211,1,Hwang2021
9.680842251612923,20.0,74.53053999999999,0.13958621710526314,1,Hwang2021
1.4301244235337272,29.0,74.53053999999999,0.03392657894736842,1,Hwang2021
3.080267989149566,57.0,74.53053999999999,0.05514873684210527,1,Hwang2021
1.4301244235337272,48.0,74.53053999999999,0.027574368421052636,1,Hwang2021
3.080267989149566,69.0,74.53053999999999,0.04825514473684211,1,Hwang2021
3.080267989149566,45.0,74.53053999999999,0.050907914473684215,1,Hwang2021
12.981129382844601,48.0,74.53053999999999,0.16958777960526317,1,Hwang2021
4.730411554765404,79.0,74.53053999999999,0.06897201315789475,1,Hwang2021
6.380555120381244,85.0,74.53053999999999,0.09160176315789476,1,Hwang2021
6.380555120381244,57.0,74.53053999999999,0.0982336875,1,Hwang2021
12.981129382844601,13.0,74.53053999999999,0.1598158421052632,1,Hwang2021
16.28141651407628,64.0,74.53053999999999,0.2175632105263158,1,Hwang2021
3.080267989149566,84.0,74.53053999999999,0.061067842105263156,1,Hwang2021
4.730411554765404,32.0,74.53053999999999,0.08142378947368421,1,Hwang2021
1.4301244235337272,72.0,74.53053999999999,0.03851027631578947,1,Hwang2021
6.380555120381244,11.0,74.53053999999999,0.09529218092105264,1,Hwang2021
4.730411554765404,22.0,74.53053999999999,0.10175266776315789,1,Hwang2021
9.680842251612923,80.0,74.53053999999999,0.17078784210526318,1,Hwang2021
3.080267989149566,56.0,74.53053999999999,0.07882515789473686,1,Hwang2021
5.2804594099706845,13.0,74.53053999999999,0.047229,0,Hwang2021
6.820593404545468,42.0,74.53053999999999,0.06368802631578947,0,Hwang2021
8.580746541202362,24.0,74.53053999999999,0.06955752631578949,0,Hwang2021
10.780937962023483,28.0,74.53053999999999,0.08233105263157896,0,Hwang2021
12.431081527639321,18.0,74.53053999999999,0.07807440789473684,0,Hwang2021
14.08122509325516,9.0,74.53053999999999,0.0996809210526316,0,Hwang2021
16.28141651407628,17.0,74.53053999999999,0.10866477631578947,0,Hwang2021
17.381512224486837,22.0,74.53053999999999,0.10869710526315793,0,Hwang2021
18.481607934897397,25.0,74.53053999999999,0.10062205263157896,0,Hwang2021
19.581703645307957,13.0,74.53053999999999,0.11664284210526318,0,Hwang2021
20.681799355718518,26.0,74.53053999999999,0.12701684210526318,0,Hwang2021
5.2804594099706845,13.0,74.53053999999999,0.04199171052631579,0,Hwang2021
7.480650830791803,91.0,74.53053999999999,0.06298038157894739,0,Hwang2021
9.680842251612923,23.0,74.53053999999999,0.07272576315789474,0,Hwang2021
12.981129382844601,29.0,74.53053999999999,0.07894010526315792,0,Hwang2021
15.62135908782994,44.0,74.53053999999999,0.10198705263157896,0,Hwang2021
16.28141651407628,39.0,74.53053999999999,0.10872584210526318,0,Hwang2021
17.381512224486837,61.0,74.53053999999999,0.11048597368421052,0,Hwang2021
18.481607934897397,20.0,74.53053999999999,0.1061790394736842,0,Hwang2021
19.581703645307957,14.0,74.53053999999999,0.10613234210526319,0,Hwang2021
20.681799355718518,36.0,74.53053999999999,0.10701600000000001,0,Hwang2021
5.2804594099706845,9.0,74.53053999999999,0.04629505263157895,0,Hwang2021
7.480650830791803,23.0,74.53053999999999,0.05883868421052632,0,Hwang2021
9.680842251612923,42.0,74.53053999999999,0.07713327631578948,0,Hwang2021
11.220976246187703,39.0,74.53053999999999,0.08633265789473685,0,Hwang2021
11.881033672434041,17.0,74.53053999999999,0.08506105263157897,0,Hwang2021
12.981129382844601,8.0,74.53053999999999,0.0762783552631579,0,Hwang2021
15.62135908782994,8.0,74.53053999999999,0.09598105263157897,0,Hwang2021
16.28141651407628,10.0,74.53053999999999,0.10253664473684211,0,Hwang2021
17.381512224486837,18.0,74.53053999999999,0.10625447368421054,0,Hwang2021
18.481607934897397,17.0,74.53053999999999,0.10977832894736846,0,Hwang2021
19.581703645307957,25.0,74.53053999999999,0.10745782894736844,0,Hwang2021
20.681799355718518,13.0,74.53053999999999,0.12833873684210528,0,Hwang2021
5.2804594099706845,14.0,74.53053999999999,0.04079194736842106,0,Hwang2021
7.480650830791803,18.0,74.53053999999999,0.05715039473684212,0,Hwang2021
9.680842251612923,14.0,74.53053999999999,0.06472973684210527,0,Hwang2021
11.220976246187703,49.0,74.53053999999999,0.06997780263157895,0,Hwang2021
11.881033672434041,19.0,74.53053999999999,0.0701538157894737,0,Hwang2021
12.981129382844601,10.0,74.53053999999999,0.07279042105263159,0,Hwang2021
15.62135908782994,12.0,74.53053999999999,0.09024086842105265,0,Hwang2021
16.28141651407628,18.0,74.53053999999999,0.09364618421052633,0,Hwang2021
17.381512224486837,99.0,74.53053999999999,0.11187971052631582,0,Hwang2021
9.460823109530809,17.0,74.53053999999999,0.2607509210526316,0,Hwang2021
11.330985817228761,20.0,74.53053999999999,0.2728922368421053,0,Hwang2021
16.28141651407628,24.0,74.53053999999999,0.35373256578947376,0,Hwang2021
4.180363699560125,14.0,74.53053999999999,0.06800496710526317,0,Hwang2021
6.380555120381244,8.0,74.53053999999999,0.08472750000000001,0,Hwang2021
8.580746541202362,22.0,74.53053999999999,0.09376613486842107,0,Hwang2021
10.780937962023483,17.0,74.53053999999999,0.10142886513157896,0,Hwang2021
12.981129382844601,30.0,74.53053999999999,0.12575062500000006,0,Hwang2021
15.18132080366572,22.0,74.53053999999999,0.13637684210526319,0,Hwang2021
19.581703645307957,22.0,74.53053999999999,0.212432615131579,0,Hwang2021
4.180363699560125,19.0,74.53053999999999,0.07575236842105265,0,Hwang2021
6.380555120381244,8.0,74.53053999999999,0.09308876644736842,0,Hwang2021
8.580746541202362,22.0,74.53053999999999,0.10197922697368422,0,Hwang2021
10.780937962023483,17.0,74.53053999999999,0.12333750000000003,0,Hwang2021
12.981129382844601,30.0,74.53053999999999,0.13701187500000003,0,Hwang2021
15.18132080366572,22.0,74.53053999999999,0.15235850328947373,0,Hwang2021
17.381512224486837,18.0,74.53053999999999,0.18125249999999998,0,Hwang2021
19.581703645307957,22.0,74.53053999999999,0.19264075657894741,0,Hwang2021
21.781895066129074,35.0,74.53053999999999,0.2328806743421053,0,Hwang2021
4.180363699560125,19.0,74.53053999999999,0.07446113486842107,0,Hwang2021
6.380555120381244,8.0,74.53053999999999,0.08639975328947369,0,Hwang2021
8.580746541202362,22.0,74.53053999999999,0.10403250000000003,0,Hwang2021
10.780937962023483,17.0,74.53053999999999,0.12090320723684213,0,Hwang2021
12.981129382844601,26.0,74.53053999999999,0.13701187500000003,0,Hwang2021
17.381512224486837,81.0,74.53053999999999,0.19556190789473685,0,Hwang2021
19.581703645307957,32.0,74.53053999999999,0.20451587171052638,0,Hwang2021
21.781895066129074,77.0,74.53053999999999,0.24589884868421058,0,Hwang2021
4.180363699560125,43.0,74.53053999999999,0.0783348355263158,0,Hwang2021
6.380555120381244,8.0,74.53053999999999,0.08472750000000001,0,Hwang2021
8.580746541202362,22.0,74.53053999999999,0.11019231907894739,0,Hwang2021
10.780937962023483,17.0,74.53053999999999,0.12577179276315792,0,Hwang2021
12.981129382844601,30.0,74.53053999999999,0.14264250000000006,0,Hwang2021
15.18132080366572,22.0,74.53053999999999,0.16514383223684215,0,Hwang2021
17.381512224486837,18.0,74.53053999999999,0.19556190789473685,0,Hwang2021
19.581703645307957,81.0,74.53053999999999,0.2084742434210527,0,Hwang2021
21.781895066129074,35.0,74.53053999999999,0.21552310855263163,0,Hwang2021
4.180363699560125,14.0,74.53053999999999,0.06671373355263159,0,Hwang2021
6.380555120381244,8.0,74.53053999999999,0.08807200657894738,0,Hwang2021
8.580746541202362,25.0,74.53053999999999,0.10813904605263161,0,Hwang2021
10.780937962023483,8.0,74.53053999999999,0.1306403782894737,0,Hwang2021
12.981129382844601,8.0,74.53053999999999,0.15390375000000006,0,Hwang2021
15.18132080366572,65.0,74.53053999999999,0.16834016447368425,0,Hwang2021
17.381512224486837,84.0,74.53053999999999,0.2170260197368421,0,Hwang2021
19.581703645307957,84.0,74.53053999999999,0.22034935855263163,0,Hwang2021
21.781895066129074,97.0,74.53053999999999,0.2242018914473685,0,Hwang2021
10.230890106818203,32.0,74.53053999999999,0.8316578947368426,0,Hwang2021
12.431081527639321,47.0,74.53053999999999,0.22920625000000006,0,Hwang2021
14.08122509325516,39.0,74.53053999999999,0.28942062500000004,0,Hwang2021
15.731368658870998,33.0,74.53053999999999,0.2299050000000001,0,Hwang2021
14.08122509325516,44.0,74.53053999999999,0.26516750000000006,0,Hwang2021
15.731368658870998,34.0,74.53053999999999,0.27343875000000006,0,Hwang2021
16.171406943035223,30.0,74.53053999999999,0.3216931250000001,0,Hwang2021
19.031655790102675,39.0,74.53053999999999,0.3429562500000001,0,Hwang2021
12.431081527639321,37.0,74.53053999999999,0.19217250000000002,0,Hwang2021
14.08122509325516,43.0,74.53053999999999,0.23585250000000002,0,Hwang2021
15.731368658870998,41.0,74.53053999999999,0.21953750000000002,0,Hwang2021
17.381512224486837,31.0,74.53053999999999,0.24167000000000008,0,Hwang2021
20.681799355718518,15.0,74.53053999999999,0.31525812500000006,0,Hwang2021
9.130794396407643,35.0,74.53053999999999,0.18488437500000005,0,Hwang2021
15.731368658870998,33.0,74.53053999999999,0.2297100000000001,0,Hwang2021
17.381512224486837,47.0,74.53053999999999,0.23962250000000002,0,Hwang2021
19.031655790102675,25.0,74.53053999999999,0.25741625,0,Hwang2021
20.681799355718518,14.0,74.53053999999999,0.19688500000000006,0,Hwang2021
17.381512224486837,32.0,74.53053999999999,0.35943375000000005,0,Hwang2021
19.031655790102675,44.0,74.53053999999999,0.3772275000000001,0,Hwang2021
20.681799355718518,42.0,74.53053999999999,0.40434875000000015,0,Hwang2021
12.431081527639321,42.0,74.53053999999999,0.18923125000000005,0,Hwang2021
17.381512224486837,39.0,74.53053999999999,0.257863125,0,Hwang2021
15.731368658870998,46.0,74.53053999999999,0.2982525000000001,0,Hwang2021
20.681799355718518,45.0,74.53053999999999,0.48212937499999997,0,Hwang2021
10.780937962023483,23.0,74.53053999999999,0.19772187500000005,0,Hwang2021
15.731368658870998,36.0,74.53053999999999,0.26162500000000005,0,Hwang2021
20.681799355718518,45.0,74.53053999999999,0.39216937500000004,0,Hwang2021
19.031655790102675,23.0,74.53053999999999,0.4094431250000001,0,Hwang2021
1.4301244235337272,35.0,74.53053999999999,0.02227789473684211,0,Hwang2021
3.190277560190622,34.0,74.53053999999999,0.03704589473684211,0,Hwang2021
8.030698685997082,37.0,74.53053999999999,0.06697600000000001,0,Hwang2021
9.790851822653979,71.0,74.53053999999999,0.08318357894736843,0,Hwang2021
11.330985817228761,80.0,74.53053999999999,0.09922694736842107,0,Hwang2021
17.93156007969212,43.0,74.53053999999999,0.1340505263157895,0,Hwang2021
1.4301244235337272,86.0,74.53053999999999,0.021610105263157903,0,Hwang2021
3.190277560190622,86.0,74.53053999999999,0.03486736842105263,0,Hwang2021
6.490564691422301,36.0,74.53053999999999,0.05475873684210528,0,Hwang2021
8.030698685997082,36.0,74.53053999999999,0.06885894736842106,0,Hwang2021
13.091138953885656,39.0,74.53053999999999,0.10233600000000004,0,Hwang2021
14.63127294846044,39.0,74.53053999999999,0.10566400000000001,0,Hwang2021
16.391426085117335,39.0,74.53053999999999,0.10805052631578949,0,Hwang2021
17.93156007969212,81.0,74.53053999999999,0.12812800000000002,0,Hwang2021
19.69171321634901,81.0,74.53053999999999,0.13783284210526314,0,Hwang2021
1.4301244235337272,69.0,74.53053999999999,0.021555368421052636,0,Hwang2021
3.190277560190622,30.0,74.53053999999999,0.035272421052631585,0,Hwang2021
6.490564691422301,25.0,74.53053999999999,0.0669103157894737,0,Hwang2021
10.890947533064537,36.0,74.53053999999999,0.09633684210526318,0,Hwang2021
13.091138953885656,36.0,74.53053999999999,0.11173978947368424,0,Hwang2021
14.63127294846044,35.0,74.53053999999999,0.10468968421052632,0,Hwang2021
16.391426085117335,33.0,74.53053999999999,0.11427957894736847,0,Hwang2021
17.93156007969212,33.0,74.53053999999999,0.1541389473684211,0,Hwang2021
21.231847210923796,40.0,74.53053999999999,0.13171873684210528,0,Hwang2021
1.4301244235337272,54.0,74.53053999999999,0.023000421052631583,0,Hwang2021
3.190277560190622,54.0,74.53053999999999,0.03586357894736843,0,Hwang2021
6.490564691422301,35.0,74.53053999999999,0.05324800000000002,0,Hwang2021
8.690756112243418,31.0,74.53053999999999,0.08034273684210527,0,Hwang2021
9.790851822653979,80.0,74.53053999999999,0.08766652631578949,0,Hwang2021
11.991043243475097,85.0,74.53053999999999,0.10142736842105265,0,Hwang2021
13.091138953885656,70.0,74.53053999999999,0.11173978947368424,0,Hwang2021
17.93156007969212,34.0,74.53053999999999,0.11662231578947373,0,Hwang2021
19.69171321634901,34.0,74.53053999999999,0.1398526315789474,0,Hwang2021
21.231847210923796,55.0,74.53053999999999,0.15641600000000003,0,Hwang2021
4.07035412851907,5.0,74.53053999999999,0.032240000000000005,0,Hwang2021
9.570832680571865,14.0,74.53053999999999,0.06900314473684212,0,Hwang2021
10.670928390982425,13.0,74.53053999999999,0.07085376315789474,0,Hwang2021
9.570832680571865,14.0,74.53053999999999,0.07409897368421053,0,Hwang2021
1.8701627076979508,8.0,74.53053999999999,0.02094539473684211,0,Hwang2021
9.570832680571865,13.0,74.53053999999999,0.06892360526315791,0,Hwang2021
10.670928390982425,7.0,74.53053999999999,0.07943342105263158,0,Hwang2021
10.670928390982425,10.0,74.53053999999999,0.06889178947368423,0,Hwang2021
4.07035412851907,15.0,74.53053999999999,0.04106357894736842,0,Hwang2021
5.170449838929629,17.0,74.53053999999999,0.043524000000000014,0,Hwang2021
8.470736970161306,9.0,74.53053999999999,0.05837136842105265,0,Hwang2021
9.570832680571865,10.0,74.53053999999999,0.06821305263157897,0,Hwang2021
10.670928390982425,16.0,74.53053999999999,0.08206352631578949,0,Hwang2021
10.670928390982425,15.0,74.53053999999999,0.08242410526315791,0,Hwang2021
5.170449838929629,15.0,74.53053999999999,0.04438302631578949,0,Hwang2021
9.570832680571865,12.0,74.53053999999999,0.070525,0,Hwang2021
10.670928390982425,10.0,74.53053999999999,0.07961901315789477,0,Hwang2021
10.670928390982425,13.0,74.53053999999999,0.08209003947368423,0,Hwang2021
8.470736970161306,11.0,74.53053999999999,0.06320206578947371,0,Hwang2021
9.570832680571865,13.0,74.53053999999999,0.06460196052631582,0,Hwang2021
5.170449838929629,14.0,74.53053999999999,0.042664973684210544,0,Hwang2021
9.570832680571865,6.0,74.53053999999999,0.06750250000000002,0,Hwang2021
10.670928390982425,11.0,74.53053999999999,0.08295967105263159,0,Hwang2021
5.170449838929629,14.0,74.53053999999999,0.043566421052631595,0,Hwang2021
9.570832680571865,12.0,74.53053999999999,0.06828728947368422,0,Hwang2021
10.670928390982425,13.0,74.53053999999999,0.07224305263157897,0,Hwang2021
5.170449838929629,18.0,74.53053999999999,0.043524000000000014,0,Hwang2021
6.270545549340189,9.0,74.53053999999999,0.048529684210526336,0,Hwang2021
7.370641259750748,8.0,74.53053999999999,0.05964400000000001,0,Hwang2021
9.570832680571865,7.0,74.53053999999999,0.06750250000000002,0,Hwang2021
10.670928390982425,11.0,74.53053999999999,0.07961901315789477,0,Hwang2021
10.670928390982425,16.0,74.53053999999999,0.07816078947368424,0,Hwang2021
4.07035412851907,8.0,74.53053999999999,0.0339739605263158,0,Hwang2021
5.170449838929629,17.0,74.53053999999999,0.04356111842105264,0,Hwang2021
8.470736970161306,10.0,74.53053999999999,0.055656421052631584,0,Hwang2021
9.570832680571865,15.0,74.53053999999999,0.06608139473684213,0,Hwang2021
10.670928390982425,7.0,74.53053999999999,0.07974097368421054,0,Hwang2021
9.570832680571865,9.0,74.53053999999999,0.06750250000000002,0,Hwang2021
10.670928390982425,12.0,74.53053999999999,0.07794868421052632,0,Hwang2021
9.570832680571865,15.0,74.53053999999999,0.07426865789473686,0,Hwang2021
10.670928390982425,17.0,74.53053999999999,0.07627835526315792,0,Hwang2021
10.670928390982425,11.0,74.53053999999999,0.07531857894736844,0,Hwang2021
9.570832680571865,14.0,74.53053999999999,0.06750250000000002,0,Hwang2021
10.670928390982425,14.0,74.53053999999999,0.0772063157894737,0,Hwang2021
9.570832680571865,9.0,74.53053999999999,0.07126736842105263,0,Hwang2021
10.670928390982425,18.0,74.53053999999999,0.07794868421052632,0,Hwang2021
8.470736970161306,13.0,74.53053999999999,0.06458605263157896,0,Hwang2021
9.570832680571865,14.0,74.53053999999999,0.07046667105263159,0,Hwang2021
10.670928390982425,14.0,74.53053999999999,0.086242,0,Hwang2021
10.670928390982425,21.0,74.53053999999999,0.0784577368421053,0,Hwang2021
6.270545549340189,9.0,74.53053999999999,0.06241727631578948,0,Hwang2021
9.570832680571865,16.0,74.53053999999999,0.08691013157894739,0,Hwang2021
11.220976246187703,13.0,74.53053999999999,0.09677302631578948,0,Hwang2021
4.07035412851907,12.0,74.53053999999999,0.047554000000000006,0,Hwang2021
5.170449838929629,14.0,74.53053999999999,0.06346189473684212,0,Hwang2021
8.470736970161306,13.0,74.53053999999999,0.07275210526315791,0,Hwang2021
9.570832680571865,10.0,74.53053999999999,0.0818938421052632,0,Hwang2021
11.220976246187703,23.0,74.53053999999999,0.09522465789473686,0,Hwang2021
6.270545549340189,17.0,74.53053999999999,0.0487736052631579,0,Hwang2021
7.370641259750748,20.0,74.53053999999999,0.057676723684210535,0,Hwang2021
9.570832680571865,13.0,74.53053999999999,0.07791686842105267,0,Hwang2021
10.670928390982425,40.0,74.53053999999999,0.08957205263157897,0,Hwang2021
8.470736970161306,18.0,74.53053999999999,0.06904026315789476,0,Hwang2021
9.570832680571865,17.0,74.53053999999999,0.08629502631578949,0,Hwang2021
10.670928390982425,12.0,74.53053999999999,0.08209003947368423,0,Hwang2021
9.570832680571865,18.0,74.53053999999999,0.08219078947368423,0,Hwang2021
10.670928390982425,13.0,74.53053999999999,0.08866000000000003,0,Hwang2021
8.470736970161306,13.0,74.53053999999999,0.06310131578947369,0,Hwang2021
10.670928390982425,28.0,74.53053999999999,0.08283771052631579,0,Hwang2021
7.370641259750748,5.0,74.53053999999999,0.05765551315789475,0,Hwang2021
10.670928390982425,20.0,74.53053999999999,0.08171355263157896,0,Hwang2021
0.7700669972873915,15.0,74.53053999999999,0.008537236842105264,0,Hwang2021
8.470736970161306,16.0,74.53053999999999,0.06557764473684212,0,Hwang2021
9.570832680571865,29.0,74.53053999999999,0.07495800000000004,0,Hwang2021
10.670928390982425,17.0,74.53053999999999,0.07224305263157897,0,Hwang2021
9.570832680571865,14.0,74.53053999999999,0.07664423684210528,0,Hwang2021
10.670928390982425,15.0,74.53053999999999,0.08091815789473684,0,Hwang2021
10.670928390982425,12.0,74.53053999999999,0.08063711842105264,0,Hwang2021
8.470736970161306,9.0,74.53053999999999,0.06252863157894738,0,Hwang2021
9.570832680571865,31.0,74.53053999999999,0.07742902631578949,0,Hwang2021
9.570832680571865,16.0,74.53053999999999,0.0731869210526316,0,Hwang2021
10.670928390982425,12.0,74.53053999999999,0.08928040789473686,0,Hwang2021
8.030698685997082,99.0,74.53053999999999,0.05350269736842106,0,Hwang2021
9.680842251612923,91.0,74.53053999999999,0.057359934210526334,0,Hwang2021
5.830507265175964,10.0,74.53053999999999,0.17875000000000002,0,Hwang2021
3.7254626814854555,4.0,75.511205,0.07725714285714287,0,Hwang2021
3.341898786370132,12.0,63.743224999999995,0.18447,0,Hwang2021
5.6977664540365796,3.0,75.511205,0.06597605519480519,0,Hwang2021
6.9076910972544,5.0,67.665885,0.11906492753623188,0,Hwang2021
5.478621590419788,19.0,75.511205,0.06916801948051948,0,Hwang2021
11.881033672434041,0.0,74.53053999999999,0.24426315789473688,0,Hwang2021
10.62287457900033,25.0,65.704555,0.3261564179104478,0,Hwang2021
6.567968584274675,3.0,67.665885,0.1143246376811594,0,Hwang2021
9.059267012792656,15.0,67.665885,0.1938695652173913,0,Hwang2021
6.567968584274675,3.0,67.665885,0.11756521739130435,0,Hwang2021
4.869356019376053,1.0,67.665885,0.12642028985507245,0,Hwang2021
8.493062824493116,9.0,67.665885,0.3942956521739131,0,Hwang2021
6.001764395975134,14.0,67.665885,0.24584601449275362,0,Hwang2021
11.890287954290361,0.0,67.665885,0.441745652173913,0,Hwang2021
6.794450259594492,0.0,67.665885,0.0925355072463768,0,Hwang2021
3.963429318096787,0.0,67.665885,0.1627826086956522,0,Hwang2021
6.794450259594492,6.0,67.665885,0.24493695652173914,0,Hwang2021
3.963429318096787,3.0,67.665885,0.1950565217391304,0,Hwang2021
3.963429318096787,0.0,67.665885,0.1310173913043478,0,Hwang2021
2.8310209414977052,10.0,67.665885,0.09834782608695652,0,Hwang2021
9.625471201092196,10.0,67.665885,0.24191304347826084,0,Hwang2021
4.529633506396328,0.0,67.665885,0.12618478260869564,0,Hwang2021
3.963429318096787,6.0,67.665885,0.13847826086956522,0,Hwang2021
9.059267012792656,50.0,67.665885,0.27424818840579707,0,Hwang2021
3.963429318096787,3.0,67.665885,0.14325434782608695,0,Hwang2021
5.095837694695869,0.0,67.665885,0.11171521739130437,0,Hwang2021
3.963429318096787,0.0,67.665885,0.17126086956521738,0,Hwang2021
5.888523558315226,18.0,67.665885,0.23019420289855066,0,Hwang2021
9.625471201092196,20.0,67.665885,0.33498550724637677,0,Hwang2021
10.757879577691279,20.0,67.665885,0.2782,0,Hwang2021
